TimeDetected,Imei,WindowStart,WindowEnd,ErrorCode
2019-06-21T12:29:04.838Z,863833025642919,2019-06-21T10:06:01.000Z,2019-06-21T10:06:01.000Z,5
2019-06-21T12:29:04.838Z,354725062264415,2019-06-21T09:46:00.000Z,2019-06-21T09:46:00.000Z,5
2019-06-21T12:29:04.838Z,863833025583352,2019-05-16T19:43:39.000Z,2019-05-16T19:43:39.000Z,5
2019-06-21T12:29:04.838Z,863833025581331,2019-06-21T10:07:12.000Z,2019-06-21T10:07:12.000Z,5
2019-06-21T12:29:04.838Z,353322081204845,2019-06-21T09:51:36.000Z,2019-06-21T09:51:36.000Z,5
2019-06-21T12:29:04.838Z,354725064567161,2019-06-21T10:07:19.000Z,2019-06-21T10:07:19.000Z,5
2019-06-21T12:29:04.838Z,863833024121949,2019-06-21T09:45:48.000Z,2019-06-21T09:45:48.000Z,5
2019-06-21T12:29:04.838Z,863833022068498,2019-06-21T09:50:24.000Z,2019-06-21T09:50:24.000Z,5
2019-06-21T12:29:04.838Z,863833021385364,2019-06-21T08:59:32.000Z,2019-06-21T08:59:32.000Z,5
2019-06-21T12:29:04.838Z,863833022118293,2019-06-21T09:55:46.000Z,2019-06-21T09:55:46.000Z,5
2019-06-21T12:29:04.838Z,863833021668579,2019-06-21T09:46:10.000Z,2019-06-21T09:46:10.000Z,5
2019-06-21T12:29:04.838Z,863833023725328,2019-06-21T10:04:00.000Z,2019-06-21T10:04:00.000Z,5
2019-06-21T12:29:04.838Z,354725064530904,2019-06-21T10:07:10.000Z,2019-06-21T10:07:10.000Z,5
2019-06-21T12:29:04.838Z,863833021032370,2019-06-21T07:35:36.000Z,2019-06-21T07:35:36.000Z,5
2019-06-21T12:29:10.196Z,863833021456579,2019-06-21T08:38:50.000Z,2019-06-21T08:38:50.000Z,5
2019-06-21T12:29:10.196Z,863833021315163,2019-06-21T09:45:50.000Z,2019-06-21T09:45:50.000Z,5
2019-06-21T12:29:10.196Z,353322080423768,2019-06-21T10:00:57.000Z,2019-06-21T10:00:57.000Z,5
2019-06-21T12:29:10.196Z,863833021032370,2019-06-21T07:36:55.000Z,2019-06-21T07:36:55.000Z,5
2019-06-21T12:29:10.196Z,863833022163158,2019-06-21T08:41:04.000Z,2019-06-21T08:41:04.000Z,5
2019-06-21T12:29:10.196Z,354725062763689,2019-06-21T09:48:10.000Z,2019-06-21T09:48:10.000Z,5
2019-06-21T12:29:10.196Z,863833021032370,2019-06-21T07:47:41.000Z,2019-06-21T07:47:41.000Z,5
2019-06-21T12:29:10.196Z,863833025642901,2019-06-21T09:52:01.000Z,2019-06-21T09:52:01.000Z,5
2019-06-21T12:29:10.196Z,863833022068522,2019-06-21T09:57:38.000Z,2019-06-21T09:57:38.000Z,5
2019-06-21T12:29:10.196Z,863833023660103,2019-06-21T09:44:20.000Z,2019-06-21T09:44:20.000Z,5
2019-06-21T12:29:10.196Z,863833022579361,2019-06-21T09:50:15.000Z,2019-06-21T09:50:15.000Z,5
2019-06-21T12:29:10.196Z,863833025370255,2019-06-21T09:43:53.000Z,2019-06-21T09:43:53.000Z,5
2019-06-21T12:29:10.196Z,863833022118293,2019-06-21T10:03:24.000Z,2019-06-21T10:03:24.000Z,5
2019-06-21T12:29:10.196Z,863833022654743,2019-06-21T09:49:24.000Z,2019-06-21T09:49:24.000Z,5
2019-06-21T12:29:10.196Z,353322080388813,2019-06-21T09:37:07.000Z,2019-06-21T09:37:07.000Z,5
2019-06-21T12:29:10.196Z,863833022091649,2019-06-21T09:48:00.000Z,2019-06-21T09:48:00.000Z,5
2019-06-21T12:29:10.196Z,863833024182842,2019-06-21T09:32:10.000Z,2019-06-21T09:32:10.000Z,5
2019-06-21T12:29:10.196Z,863833021456579,2019-06-21T08:53:51.000Z,2019-06-21T08:53:51.000Z,5
2019-06-21T12:29:10.196Z,863833025592817,2019-06-21T09:50:53.000Z,2019-06-21T09:50:53.000Z,5
2019-06-21T12:29:10.196Z,863833021172341,2019-06-21T09:29:05.000Z,2019-06-21T09:29:05.000Z,5
2019-06-21T12:29:10.196Z,863833022097620,2019-06-21T09:49:42.000Z,2019-06-21T09:49:42.000Z,5
2019-06-21T12:29:10.196Z,863833025642901,2019-06-21T10:08:46.000Z,2019-06-21T10:08:46.000Z,5
2019-06-21T12:29:10.196Z,863833023651672,2019-06-21T09:37:11.000Z,2019-06-21T09:37:11.000Z,5
2019-06-21T12:29:10.196Z,863833023660103,2019-06-21T09:47:45.000Z,2019-06-21T09:47:45.000Z,5
2019-06-21T12:29:10.196Z,863833021032370,2019-06-21T07:22:51.000Z,2019-06-21T07:22:51.000Z,5
2019-06-21T12:29:10.196Z,863833025644394,2019-06-21T09:57:01.000Z,2019-06-21T09:57:01.000Z,5
2019-06-21T12:29:10.196Z,353322082465965,2019-06-21T09:53:19.000Z,2019-06-21T09:53:19.000Z,5
2019-06-21T12:29:10.196Z,863833025631367,2019-06-21T10:00:19.000Z,2019-06-21T10:00:19.000Z,5
2019-06-21T12:29:10.196Z,863833023540693,2019-06-21T09:50:06.000Z,2019-06-21T09:50:06.000Z,5
2019-06-21T12:29:10.196Z,863833022537401,2019-06-21T09:39:44.000Z,2019-06-21T09:39:44.000Z,5
2019-06-21T12:29:10.196Z,863833025582263,2019-06-21T09:50:50.000Z,2019-06-21T09:50:50.000Z,5
2019-06-21T12:29:10.196Z,863833023577067,2019-06-21T09:52:50.000Z,2019-06-21T09:52:50.000Z,5
2019-06-21T12:29:10.196Z,353322081481120,2019-06-21T09:51:18.000Z,2019-06-21T09:51:18.000Z,5
2019-06-21T12:29:10.196Z,353322080438139,2019-06-21T09:53:20.000Z,2019-06-21T09:53:20.000Z,5
2019-06-21T12:29:10.196Z,353322080428288,2019-06-21T10:03:47.000Z,2019-06-21T10:03:47.000Z,5
2019-06-21T12:29:10.196Z,863833021385364,2019-06-21T09:04:07.000Z,2019-06-21T09:04:07.000Z,5
2019-06-21T12:29:10.196Z,863833025614629,2019-06-21T09:47:04.000Z,2019-06-21T09:47:04.000Z,5
2019-06-21T12:29:10.196Z,863833022057491,2019-06-21T09:49:50.000Z,2019-06-21T09:49:50.000Z,5
2019-06-21T12:29:13.819Z,863833023891310,2019-06-21T09:47:06.000Z,2019-06-21T09:47:06.000Z,5
2019-06-21T12:29:13.819Z,863833023401805,2019-06-21T08:59:44.000Z,2019-06-21T08:59:44.000Z,5
2019-06-21T12:29:13.819Z,863833022077721,2019-06-21T09:59:55.000Z,2019-06-21T09:59:55.000Z,5
2019-06-21T12:29:13.819Z,863833025583352,2019-05-17T17:54:40.000Z,2019-05-17T17:54:40.000Z,5
2019-06-21T12:29:13.819Z,863833022096515,2019-06-21T09:32:13.000Z,2019-06-21T09:32:13.000Z,5
2019-06-21T12:29:13.819Z,863833025615378,2019-06-21T09:53:51.000Z,2019-06-21T09:53:51.000Z,5
2019-06-21T12:29:13.819Z,863833020928313,2019-06-21T09:56:52.000Z,2019-06-21T09:56:52.000Z,5
2019-06-21T12:29:13.819Z,863833025591165,2019-06-21T09:27:13.000Z,2019-06-21T09:27:13.000Z,5
2019-06-21T12:29:13.819Z,863833022097620,2019-06-21T09:45:44.000Z,2019-06-21T09:45:44.000Z,5
2019-06-21T12:29:13.819Z,863833022090716,2019-06-21T09:57:39.000Z,2019-06-21T09:57:39.000Z,5
2019-06-21T12:29:13.819Z,863833025592817,2019-06-21T10:01:57.000Z,2019-06-21T10:01:57.000Z,5
2019-06-21T12:29:13.819Z,863833021032370,2019-06-21T07:47:20.000Z,2019-06-21T07:47:20.000Z,5
2019-06-21T12:29:13.819Z,353322080428288,2019-06-21T09:59:57.000Z,2019-06-21T09:59:57.000Z,5
2019-06-21T12:29:13.819Z,863833021032370,2019-06-21T07:39:55.000Z,2019-06-21T07:39:55.000Z,5
2019-06-21T12:29:13.819Z,354725063018125,2019-06-21T10:06:41.000Z,2019-06-21T10:06:41.000Z,5
2019-06-21T12:29:13.819Z,863833021032370,2019-06-21T07:45:42.000Z,2019-06-21T07:45:42.000Z,5
2019-06-21T12:29:17.755Z,863833022118293,2019-06-21T09:53:04.000Z,2019-06-21T09:53:04.000Z,5
2019-06-21T12:29:17.755Z,863833023401805,2019-06-21T09:47:30.000Z,2019-06-21T09:47:30.000Z,5
2019-06-21T12:29:17.755Z,863833021021324,2019-06-21T09:45:50.000Z,2019-06-21T09:45:50.000Z,5
2019-06-21T12:29:17.755Z,863833023488968,2019-06-21T06:51:34.000Z,2019-06-21T06:51:34.000Z,5
2019-06-21T12:29:17.755Z,354725062857234,2019-06-21T09:18:23.000Z,2019-06-21T09:18:23.000Z,5
2019-06-21T12:29:17.755Z,863833025616061,2019-06-21T10:05:10.000Z,2019-06-21T10:05:10.000Z,5
2019-06-21T12:29:17.755Z,863833025592676,2019-06-21T09:26:55.000Z,2019-06-21T09:26:55.000Z,5
2019-06-21T12:29:17.755Z,863833024184350,2019-06-21T10:07:58.000Z,2019-06-21T10:07:58.000Z,5
2019-06-21T12:29:17.755Z,863833025605536,2019-06-21T09:49:03.000Z,2019-06-21T09:49:03.000Z,5
2019-06-21T12:29:17.755Z,863833021385364,2019-06-21T09:13:00.000Z,2019-06-21T09:13:00.000Z,5
2019-06-21T12:29:17.755Z,354725062264415,2019-06-21T09:40:42.000Z,2019-06-21T09:40:42.000Z,5
2019-06-21T12:29:17.755Z,863833021315163,2019-06-21T10:04:23.000Z,2019-06-21T10:04:23.000Z,5
2019-06-21T12:29:17.755Z,863833025617705,2019-06-21T09:45:04.000Z,2019-06-21T09:45:04.000Z,5
2019-06-21T12:29:17.755Z,863833025583352,2019-05-18T09:39:46.000Z,2019-05-18T09:39:46.000Z,5
2019-06-21T12:29:22.316Z,863833022296347,2019-06-20T11:14:02.000Z,2019-06-20T11:14:02.000Z,5
2019-06-21T12:29:22.316Z,863833025583261,2019-06-21T10:04:12.000Z,2019-06-21T10:04:12.000Z,5
2019-06-21T12:29:22.316Z,354725062213891,2019-06-21T10:00:51.000Z,2019-06-21T10:00:51.000Z,5
2019-06-21T12:29:22.316Z,863833024139040,2019-06-21T09:21:43.000Z,2019-06-21T09:21:43.000Z,5
2019-06-21T12:29:22.316Z,863833023383532,2019-06-21T09:54:24.000Z,2019-06-21T09:54:24.000Z,5
2019-06-21T12:29:22.316Z,863833023727506,2019-06-21T09:32:14.000Z,2019-06-21T09:32:14.000Z,5
2019-06-21T12:29:22.316Z,353322080428288,2019-06-21T09:40:15.000Z,2019-06-21T09:40:15.000Z,5
2019-06-21T12:29:22.316Z,353322080390215,2019-06-21T10:00:01.000Z,2019-06-21T10:00:01.000Z,5
2019-06-21T12:29:22.316Z,353322080226948,2019-06-21T09:50:08.000Z,2019-06-21T09:50:08.000Z,5
2019-06-21T12:29:22.316Z,353322080388813,2019-06-21T09:49:22.000Z,2019-06-21T09:49:22.000Z,5
2019-06-21T12:29:22.316Z,354725064567161,2019-06-21T10:06:11.000Z,2019-06-21T10:06:11.000Z,5
2019-06-21T12:29:22.316Z,863833022140198,2019-06-21T09:21:40.000Z,2019-06-21T09:21:40.000Z,5
2019-06-21T12:29:22.316Z,353322081481120,2019-06-21T10:04:25.000Z,2019-06-21T10:04:25.000Z,5
2019-06-21T12:29:22.316Z,863833025605346,2019-06-21T09:49:54.000Z,2019-06-21T09:49:54.000Z,5
2019-06-21T12:29:22.316Z,863833021032370,2019-06-21T07:36:36.000Z,2019-06-21T07:36:36.000Z,5
2019-06-21T12:29:22.316Z,863833021457395,2019-06-21T09:46:09.000Z,2019-06-21T09:46:09.000Z,5
2019-06-21T12:29:22.316Z,863833024127730,2019-06-21T09:46:13.000Z,2019-06-21T09:46:13.000Z,5
2019-06-21T12:29:22.316Z,863833022629869,2019-06-21T09:21:41.000Z,2019-06-21T09:21:41.000Z,5
2019-06-21T12:29:22.316Z,863833021032370,2019-06-21T07:42:49.000Z,2019-06-21T07:42:49.000Z,5
2019-06-21T12:29:25.323Z,354725064508819,2019-06-21T10:00:53.000Z,2019-06-21T10:00:53.000Z,5
2019-06-21T12:29:25.323Z,863833021032370,2019-06-21T07:43:43.000Z,2019-06-21T07:43:43.000Z,5
2019-06-21T12:29:25.323Z,353322082465965,2019-06-21T09:47:16.000Z,2019-06-21T09:47:16.000Z,5
2019-06-21T12:29:25.323Z,863833025583352,2019-05-18T17:59:19.000Z,2019-05-18T17:59:19.000Z,5
2019-06-21T12:29:25.323Z,863833023834211,2019-06-21T09:45:39.000Z,2019-06-21T09:45:39.000Z,5
2019-06-21T12:29:25.323Z,863833021452933,2019-06-21T09:21:53.000Z,2019-06-21T09:21:53.000Z,5
2019-06-21T12:29:25.323Z,351631041959823,2019-06-21T09:27:15.000Z,2019-06-21T09:27:15.000Z,5
2019-06-21T12:29:25.323Z,353322080428288,2019-06-21T09:37:13.000Z,2019-06-21T09:37:13.000Z,5
2019-06-21T12:29:25.323Z,863833023737802,2019-06-21T10:06:48.000Z,2019-06-21T10:06:48.000Z,5
2019-06-21T12:29:27.510Z,863833020483152,2019-06-21T16:06:54.000Z,2019-06-21T16:06:54.000Z,4
2019-06-21T12:29:29.311Z,351631043963542,2019-06-21T09:54:07.000Z,2019-06-21T09:54:07.000Z,5
2019-06-21T12:29:29.311Z,863833024127730,2019-06-21T09:53:01.000Z,2019-06-21T09:53:01.000Z,5
2019-06-21T12:29:29.311Z,863833021456579,2019-06-21T08:57:46.000Z,2019-06-21T08:57:46.000Z,5
2019-06-21T12:29:29.311Z,863833025592817,2019-06-21T10:08:04.000Z,2019-06-21T10:08:04.000Z,5
2019-06-21T12:29:29.311Z,353322080473102,2019-06-21T10:06:50.000Z,2019-06-21T10:06:50.000Z,5
2019-06-21T12:29:29.311Z,863833022604821,2019-06-21T09:15:24.000Z,2019-06-21T09:15:24.000Z,5
2019-06-21T12:29:29.311Z,863833022135420,2019-06-21T09:44:06.000Z,2019-06-21T09:44:06.000Z,5
2019-06-21T12:29:29.311Z,351631043963542,2019-06-21T09:47:29.000Z,2019-06-21T09:47:29.000Z,5
2019-06-21T12:29:29.311Z,863833023724008,2019-06-21T09:52:56.000Z,2019-06-21T09:52:56.000Z,5
2019-06-21T12:29:29.311Z,354725062557131,2019-06-21T09:55:01.000Z,2019-06-21T09:55:01.000Z,5
2019-06-21T12:29:29.311Z,863833021456579,2019-06-21T08:52:51.000Z,2019-06-21T08:52:51.000Z,5
2019-06-21T12:29:29.311Z,863833025583352,2019-05-16T19:47:10.000Z,2019-05-16T19:47:10.000Z,5
2019-06-21T12:29:29.311Z,863833022108179,2019-06-21T09:44:09.000Z,2019-06-21T09:44:09.000Z,5
2019-06-21T12:29:29.311Z,863833022060446,2019-06-21T09:54:56.000Z,2019-06-21T09:54:56.000Z,5
2019-06-21T12:29:29.311Z,863833024136525,2019-06-21T10:06:47.000Z,2019-06-21T10:06:47.000Z,5
2019-06-21T12:29:32.852Z,863833026654335,2019-06-21T10:01:04.000Z,2019-06-21T10:01:04.000Z,5
2019-06-21T12:29:32.852Z,863833021331905,2019-06-21T09:27:49.000Z,2019-06-21T09:27:49.000Z,5
2019-06-21T12:29:32.852Z,863833023553647,2019-06-21T09:27:15.000Z,2019-06-21T09:27:15.000Z,5
2019-06-21T12:29:32.852Z,863833024146037,2019-06-21T09:27:16.000Z,2019-06-21T09:27:16.000Z,5
2019-06-21T12:29:32.852Z,863833022097521,2019-06-21T09:37:02.000Z,2019-06-21T09:37:02.000Z,5
2019-06-21T12:29:32.852Z,863833025583352,2019-05-17T17:39:53.000Z,2019-05-17T17:39:53.000Z,5
2019-06-21T12:29:32.852Z,863833026654335,2019-06-21T10:00:49.000Z,2019-06-21T10:00:49.000Z,5
2019-06-21T12:29:32.852Z,863833025581166,2019-06-21T09:57:14.000Z,2019-06-21T09:57:14.000Z,5
2019-06-21T12:29:32.852Z,863833021032370,2019-06-21T07:37:58.000Z,2019-06-21T07:37:58.000Z,5
2019-06-21T12:29:32.852Z,863833023664402,2019-06-21T09:36:05.000Z,2019-06-21T09:36:05.000Z,5
2019-06-21T12:29:32.852Z,863833022057491,2019-06-21T09:41:12.000Z,2019-06-21T09:41:12.000Z,5
2019-06-21T12:29:32.852Z,863833021315163,2019-06-21T09:51:12.000Z,2019-06-21T09:51:12.000Z,5
2019-06-21T12:29:32.852Z,863833026654335,2019-06-21T10:00:53.000Z,2019-06-21T10:00:53.000Z,5
2019-06-21T12:29:32.852Z,863833025642901,2019-06-21T10:07:06.000Z,2019-06-21T10:07:06.000Z,5
2019-06-21T12:29:32.852Z,863833026696732,2019-06-21T09:52:59.000Z,2019-06-21T09:52:59.000Z,5
2019-06-21T12:29:32.852Z,863833021032370,2019-06-21T07:46:39.000Z,2019-06-21T07:46:39.000Z,5
2019-06-21T12:29:32.852Z,863833021032370,2019-06-21T07:37:08.000Z,2019-06-21T07:37:08.000Z,5
2019-06-21T12:29:32.852Z,863833023401805,2019-06-21T08:51:44.000Z,2019-06-21T08:51:44.000Z,5
2019-06-21T12:29:32.852Z,353322080268551,2019-06-21T09:46:16.000Z,2019-06-21T09:46:16.000Z,5
2019-06-21T12:29:32.852Z,863833021032370,2019-06-21T07:42:26.000Z,2019-06-21T07:42:26.000Z,5
2019-06-21T12:29:32.852Z,863833025607482,2019-06-21T09:45:55.000Z,2019-06-21T09:45:55.000Z,5
2019-06-21T12:29:32.852Z,863833025583352,2019-05-16T19:46:10.000Z,2019-05-16T19:46:10.000Z,5
2019-06-21T12:29:32.852Z,863833023607427,2019-06-21T09:57:00.000Z,2019-06-21T09:57:00.000Z,5
2019-06-21T12:29:32.852Z,863833024432916,2019-06-21T09:56:40.000Z,2019-06-21T09:56:40.000Z,5
2019-06-21T12:29:32.852Z,863833026654335,2019-06-21T10:00:45.000Z,2019-06-21T10:00:45.000Z,5
2019-06-21T12:29:32.852Z,863833023660103,2019-06-21T09:44:58.000Z,2019-06-21T09:44:58.000Z,5
2019-06-21T12:29:37.043Z,863833021032370,2019-06-21T07:37:15.000Z,2019-06-21T07:37:15.000Z,5
2019-06-21T12:29:37.043Z,863833021032370,2019-06-21T07:19:02.000Z,2019-06-21T07:19:02.000Z,5
2019-06-21T12:29:37.043Z,863833023912215,2019-06-21T09:45:35.000Z,2019-06-21T09:45:35.000Z,5
2019-06-21T12:29:37.043Z,863833021397385,2019-06-21T09:45:14.000Z,2019-06-21T09:45:14.000Z,5
2019-06-21T12:29:37.043Z,863833025319468,2019-06-21T09:50:13.000Z,2019-06-21T09:50:13.000Z,5
2019-06-21T12:29:37.043Z,863833025583352,2019-05-18T15:55:23.000Z,2019-05-18T15:55:23.000Z,5
2019-06-21T12:29:37.043Z,863833026726794,2019-06-21T09:56:45.000Z,2019-06-21T09:56:45.000Z,5
2019-06-21T12:29:37.043Z,863833021385364,2019-06-21T10:00:05.000Z,2019-06-21T10:00:05.000Z,5
2019-06-21T12:29:37.043Z,863833024184350,2019-06-21T10:02:52.000Z,2019-06-21T10:02:52.000Z,5
2019-06-21T12:29:37.043Z,353322086561850,2019-06-21T09:55:11.000Z,2019-06-21T09:55:11.000Z,5
2019-06-21T12:29:37.043Z,353322080583686,2019-06-21T09:19:22.000Z,2019-06-21T09:19:22.000Z,5
2019-06-21T12:29:37.043Z,863833022604672,2019-06-21T09:57:35.000Z,2019-06-21T09:57:35.000Z,5
2019-06-21T12:29:37.043Z,863833021032370,2019-06-21T07:36:44.000Z,2019-06-21T07:36:44.000Z,5
2019-06-21T12:29:37.043Z,353322086561850,2019-06-21T10:07:34.000Z,2019-06-21T10:07:34.000Z,5
2019-06-21T12:29:37.043Z,863833025581331,2019-06-21T10:01:11.000Z,2019-06-21T10:01:11.000Z,5
2019-06-21T12:29:37.043Z,863833021032370,2019-06-21T07:19:57.000Z,2019-06-21T07:19:57.000Z,5
2019-06-21T12:29:37.043Z,354725064558129,2019-06-21T09:49:52.000Z,2019-06-21T09:49:52.000Z,5
2019-06-21T12:29:37.043Z,863833024124463,2019-06-21T09:03:36.000Z,2019-06-21T09:03:36.000Z,5
2019-06-21T12:29:40.635Z,863833022108179,2019-06-21T09:55:11.000Z,2019-06-21T09:55:11.000Z,5
2019-06-21T12:29:40.635Z,354725062634369,2019-06-21T09:37:25.000Z,2019-06-21T09:37:25.000Z,5
2019-06-21T12:29:40.635Z,863833025583352,2019-05-19T11:23:06.000Z,2019-05-19T11:23:06.000Z,5
2019-06-21T12:29:40.635Z,353322082466062,2019-06-21T09:45:55.000Z,2019-06-21T09:45:55.000Z,5
2019-06-21T12:29:40.635Z,863833023981822,2019-06-21T09:46:47.000Z,2019-06-21T09:46:47.000Z,5
2019-06-21T12:29:40.635Z,863833021352927,2019-06-21T09:52:32.000Z,2019-06-21T09:52:32.000Z,5
2019-06-21T12:29:40.635Z,863833024140998,2019-06-21T09:49:09.000Z,2019-06-21T09:49:09.000Z,5
2019-06-21T12:29:40.635Z,863833024181729,2019-06-21T10:07:09.000Z,2019-06-21T10:07:09.000Z,5
2019-06-21T12:29:40.635Z,354725064569753,2019-06-21T09:21:47.000Z,2019-06-21T09:21:47.000Z,5
2019-06-21T12:29:40.635Z,863833020453767,2019-06-21T09:49:30.000Z,2019-06-21T09:49:30.000Z,5
2019-06-21T12:29:40.635Z,863833024176661,2019-06-21T10:00:08.000Z,2019-06-21T10:00:08.000Z,5
2019-06-21T12:29:40.635Z,863833022605968,2019-06-21T09:47:34.000Z,2019-06-21T09:47:34.000Z,5
2019-06-21T12:29:40.635Z,353322080268551,2019-06-21T09:44:31.000Z,2019-06-21T09:44:31.000Z,5
2019-06-21T12:29:40.635Z,863833024146797,2019-06-21T09:40:52.000Z,2019-06-21T09:40:52.000Z,5
2019-06-21T12:29:44.399Z,863833021032370,2019-06-21T07:37:07.000Z,2019-06-21T07:37:07.000Z,5
2019-06-21T12:29:44.399Z,863833023480650,2019-06-21T09:46:32.000Z,2019-06-21T09:46:32.000Z,5
2019-06-21T12:29:44.399Z,863833025642919,2019-06-21T10:09:09.000Z,2019-06-21T10:09:09.000Z,5
2019-06-21T12:29:44.399Z,353322082466062,2019-06-21T09:45:16.000Z,2019-06-21T09:45:16.000Z,5
2019-06-21T12:29:44.399Z,863833024270787,2019-06-21T09:41:17.000Z,2019-06-21T09:41:17.000Z,5
2019-06-21T12:29:44.399Z,863833021032370,2019-06-21T07:47:24.000Z,2019-06-21T07:47:24.000Z,5
2019-06-21T12:29:44.399Z,353322081697279,2019-06-21T10:02:58.000Z,2019-06-21T10:02:58.000Z,5
2019-06-21T12:29:44.399Z,863833022097620,2019-06-21T09:46:22.000Z,2019-06-21T09:46:22.000Z,5
2019-06-21T12:29:44.399Z,353322083378050,2019-06-21T09:37:44.000Z,2019-06-21T09:37:44.000Z,5
2019-06-21T12:29:44.399Z,863833023401805,2019-06-21T09:45:40.000Z,2019-06-21T09:45:40.000Z,5
2019-06-21T12:29:44.399Z,863833023843824,2019-06-21T09:27:22.000Z,2019-06-21T09:27:22.000Z,5
2019-06-21T12:29:44.399Z,863833023598907,2019-06-21T10:04:22.000Z,2019-06-21T10:04:22.000Z,5
2019-06-21T12:29:44.399Z,863833021032370,2019-06-21T07:37:40.000Z,2019-06-21T07:37:40.000Z,5
2019-06-21T12:29:44.399Z,353322080388813,2019-06-21T09:46:18.000Z,2019-06-21T09:46:18.000Z,5
2019-06-21T12:29:44.399Z,863833022116891,2019-06-21T09:46:57.000Z,2019-06-21T09:46:57.000Z,5
2019-06-21T12:29:44.399Z,863833024136525,2019-06-21T10:02:29.000Z,2019-06-21T10:02:29.000Z,5
2019-06-21T12:29:44.399Z,863833022296347,2019-06-20T11:08:24.000Z,2019-06-20T11:08:24.000Z,5
2019-06-21T12:29:44.399Z,863833021456157,2019-06-21T09:39:39.000Z,2019-06-21T09:39:39.000Z,5
2019-06-21T12:29:44.399Z,863833024146797,2019-06-21T10:01:16.000Z,2019-06-21T10:01:16.000Z,5
2019-06-21T12:29:44.399Z,863833024209678,2019-06-21T09:58:33.000Z,2019-06-21T09:58:33.000Z,5
2019-06-21T12:29:49.854Z,354725064564358,2019-06-21T09:45:43.000Z,2019-06-21T09:45:43.000Z,5
2019-06-21T12:29:49.854Z,863833025583352,2019-05-17T17:03:23.000Z,2019-05-17T17:03:23.000Z,5
2019-06-21T12:29:49.854Z,353322081481120,2019-06-21T10:09:10.000Z,2019-06-21T10:09:10.000Z,5
2019-06-21T12:29:49.854Z,863833021032370,2019-06-21T07:38:06.000Z,2019-06-21T07:38:06.000Z,5
2019-06-21T12:29:49.854Z,863833025583352,2019-05-17T16:58:23.000Z,2019-05-17T16:58:23.000Z,5
2019-06-21T12:29:49.854Z,863833022097620,2019-06-21T10:08:14.000Z,2019-06-21T10:08:14.000Z,5
2019-06-21T12:29:49.854Z,863833025583352,2019-05-17T16:35:23.000Z,2019-05-17T16:35:23.000Z,5
2019-06-21T12:29:49.854Z,863833023823511,2019-06-21T09:44:09.000Z,2019-06-21T09:44:09.000Z,5
2019-06-21T12:29:49.854Z,863833025583352,2019-05-16T07:40:14.000Z,2019-05-16T07:40:14.000Z,5
2019-06-21T12:29:49.854Z,863833022171276,2019-06-21T09:47:38.000Z,2019-06-21T09:47:38.000Z,5
2019-06-21T12:29:49.854Z,863833026654335,2019-06-21T09:46:09.000Z,2019-06-21T09:46:09.000Z,5
2019-06-21T12:29:49.854Z,863833023490147,2019-06-21T09:46:09.000Z,2019-06-21T09:46:09.000Z,5
2019-06-21T12:29:49.854Z,863833021456157,2019-06-21T09:45:07.000Z,2019-06-21T09:45:07.000Z,5
2019-06-21T12:29:49.854Z,863833023448293,2019-06-21T09:45:07.000Z,2019-06-21T09:45:07.000Z,5
2019-06-21T12:29:49.854Z,863833023401805,2019-06-21T08:38:15.000Z,2019-06-21T08:38:15.000Z,5
2019-06-21T12:29:49.854Z,354725062740257,2019-06-21T09:41:18.000Z,2019-06-21T09:41:18.000Z,5
2019-06-21T12:29:49.854Z,863833021021324,2019-06-21T09:57:02.000Z,2019-06-21T09:57:02.000Z,5
2019-06-21T12:29:49.854Z,863833022228555,2019-06-21T10:00:04.000Z,2019-06-21T10:00:04.000Z,5
2019-06-21T12:29:49.854Z,863833021182688,2019-06-20T15:18:51.000Z,2019-06-20T15:18:51.000Z,5
2019-06-21T12:29:53.643Z,353322082468746,2019-06-21T09:56:12.000Z,2019-06-21T09:56:12.000Z,5
2019-06-21T12:29:53.643Z,863833025583352,2019-05-19T11:18:24.000Z,2019-05-19T11:18:24.000Z,5
2019-06-21T12:29:53.643Z,353322080390215,2019-06-21T09:57:04.000Z,2019-06-21T09:57:04.000Z,5
2019-06-21T12:29:53.643Z,863833025340357,2019-06-21T09:48:54.000Z,2019-06-21T09:48:54.000Z,5
2019-06-21T12:29:53.643Z,353322086561850,2019-06-21T09:56:33.000Z,2019-06-21T09:56:33.000Z,5
2019-06-21T12:29:53.643Z,863833023679038,2019-06-21T09:50:18.000Z,2019-06-21T09:50:18.000Z,5
2019-06-21T12:29:53.643Z,863833021032370,2019-06-21T07:38:25.000Z,2019-06-21T07:38:25.000Z,5
2019-06-21T12:29:53.643Z,353322080428288,2019-06-21T09:53:06.000Z,2019-06-21T09:53:06.000Z,5
2019-06-21T12:29:53.643Z,863833021032370,2019-06-21T07:43:49.000Z,2019-06-21T07:43:49.000Z,5
2019-06-21T12:29:53.643Z,863833022189112,2019-06-21T10:06:42.000Z,2019-06-21T10:06:42.000Z,5
2019-06-21T12:29:53.643Z,863833024138273,2019-06-21T07:29:05.000Z,2019-06-21T07:29:05.000Z,5
2019-06-21T12:29:53.643Z,863833025606245,2019-06-21T09:45:40.000Z,2019-06-21T09:45:40.000Z,5
2019-06-21T12:29:53.643Z,863833024270787,2019-06-21T09:46:37.000Z,2019-06-21T09:46:37.000Z,5
